text,label
I mean all of us. Muslims are not welcome in our country.,hate
"The vast majority of Muslims are peaceful and tolerant law-abiding citizens, what you are saying has no foundation.",nothate
Islam is not a religion and its adherents are all bad.,hate
Muslims can't stop themselves from being absolutely revolting.,hate
"Baroness Warsi, Rashida Tlaib, Ilhan Omar, Malala Yousafzai- I could go on. Just because powerful and intelligent Muslim women are overlooked it does not mean that they do not exist.",nothate
"That is not true. The people who practice Islam are open and accepted in Europe, because our cultures are not so different like you think. ",nothate
"There's so many of them though, they're trying to replace us",hate
"There are many Muslims living in the UK, and most of them are good people. Why do you think we shouldn't accept them here?",nothate
Islam is incompatible with the European standard of society.,hate
"However, Muslims persecute Christians because they don't want us to choose. They're not peaceful.",hate
"The same can be said for any race, religion, ethnicity, or national identity. We should not be afraid of differences, but we should strive for equal opportunity.",nothate
I really think Muslims are just the dumbest people.,hate
So you think it’s a coincidence that so many churches have been burnt down in the last few years?,hate
They’re British so they’re ‘really’ from the UK. Where do you deport a British citizen to?,nothate
"I can see that you're concerned for the wellbeing of our citizens, but Muslims are not to blame for abuse against women and children, that is the abusers' fault, which can be of different ethnicities and religion.",nothate
Muslims can all go fuk themselves.,hate
"Islam is a religion of peace, and its followers are allies in every society. I'm not sure why they would be incompetent.",nothate
"It may not be a death cult, but Islam is a violent religion and should be opposed.",hate
This is a baseless claim fueled by stereotypes about Muslims. The reality is much different: Islam is a religion of peace.,nothate
Our founding fathers knew that Muslims would be angry and violent criminals but they tried to build an inclusive democracy anyway. They wanted a peaceful world and Muslims are impediment.,hate
If Muslims came here they would be banned.,hate
"You can't accept that Islam is a bad religion, but I will convince you.",hate
"I don't know what you mean, Muslims are welcome here. We're all in this together.",nothate
"Even if it's not trash, Islam is incompatible with British culture, it is a den of terrorists.",hate
Muslims are a cancer in our societies and they should be deleted.,hate
"The argument that if we're enemies of ISIS and Boko Haram, then all Muslims are enemies doesn't hold very well.",nothate
Are you saying that everyone from Islam is creating problems? What kind of problems?,nothate
"It is about time people began to think critically about policies that seem designed to include a minority, rather than to create new social and political opportunities exclusively for the majority.",nothate
"We can never live in peace with Muslims, Islam is dangerous: it is a cult of terrorism.",hate
Because we don't want them here!,hate
I do not need to read the Quran to know that Islam is the worst religion of all.,hate
"If the goal of a religion was to celebrate death, then it is a religion that must be banned from any country. But the truth is that Islam is not a death clut, hence it should not be banned.",nothate
"Even if they love their neighbors, I can't love Muslims. Islam is incompatible with Western culture.",hate
"Islam is a religion, and to suggest that Islam is a disease is a false statement.",nothate
"How about the money they contribute to our economy, their expertise and knowledge, their culture, tasty food. Should I go on?",nothate
And what about the thousands of Muslims that have been contributors to our country by creating jobs and providing for our families?,nothate
"I don't think Muslims can have a negative impact on Western society, I just think they sometimes have a hard time being accepted because of the stereotypes and prejudice against them.",nothate
"The West is modern, Muslims are not and therefore don't have a place here.",hate
